City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
213,lebu,-73.65,-37.6167,283.47,88,100,4.73,CL,1696901883
214,el fasher,25.3494,13.6279,302.8,24,5,3.08,SD,1696902105
215,katsuren-haebaru,127.8719,26.3369,302.36,74,40,3.6,JP,1696902106
216,tazacorte,-17.9293,28.629,297.69,73,0,4.12,ES,1696902106
217,minot air force base,-101.3391,48.4209,280.25,77,0,3.6,US,1696902107
218,sakaiminato,133.2333,35.55,294.14,68,75,6.17,JP,1696902108
219,klyuchi,79.1667,52.2667,286.43,60,98,4.51,RU,1696901885
220,keban,38.7336,38.7978,289.05,54,4,1.34,TR,1696902109
221,udachny,112.4,66.4167,276.18,100,100,2.45,RU,1696901930
222,northam,-4.2167,51.0333,287.4,97,75,2.06,GB,1696902111
223,burnie,145.9167,-41.0667,288.12,51,3,3.63,AU,1696901891
224,kapuskasing,-82.4331,49.4169,277.2,93,100,3.09,CA,1696902112
225,maintirano,44.0167,-18.0667,297.96,79,6,1.72,MG,1696902113
226,ghadamis,9.5007,30.1337,294.67,35,0,3.05,LY,1696902113
227,sajir,44.5996,25.1825,298.34,19,0,4.54,SA,1696902114
228,aver-o-mar,-8.7812,41.4078,294.95,72,0,1.03,PT,1696902115
229,aasiaat,-52.8699,68.7098,270.55,82,100,3.78,GL,1696901848
230,ostersund,14.6357,63.1792,278.4,93,75,3.09,SE,1696902116
231,sanctuary point,150.629,-35.1114,291.59,68,67,3.69,AU,1696902117
232,kailua-kona,-155.9956,19.6406,302.19,74,40,4.63,US,1696902118
233,condoto,-76.6497,5.0935,297.45,91,55,1.12,CO,1696902118
234,toledo,-4.0,39.8333,292.55,35,63,2.74,ES,1696902119
235,flying fish cove,105.6791,-10.4217,298.97,94,100,4.63,CX,1696902119
236,namdrik,168.1028,5.5994,302.48,70,99,4.11,MH,1696902120
237,georgetown,100.3354,5.4112,302.11,83,20,2.06,MY,1696901752
238,ashkasham,71.5333,36.6833,272.72,73,5,1.57,AF,1696902122
239,borba,-59.5939,-4.3878,303.64,39,85,1.08,BR,1696902122
240,ostroleka,21.5757,53.0862,276.31,78,15,2.52,PL,1696902123
241,rabo de peixe,-25.5833,37.8,294.88,88,20,6.69,PT,1696902124
242,as sulayyil,45.5779,20.4607,303.29,30,21,1.99,SA,1696902125
243,pont rouge,-72.0825,48.8833,282.31,82,100,4.65,CA,1696902125
244,nikolayevsk-on-amure,140.73,53.1406,281.16,46,13,6.02,RU,1696902126
245,yinchuan,106.2731,38.4681,288.3,43,38,1.82,CN,1696901916
246,booue,11.9385,-0.0921,295.6,99,99,0.44,GA,1696902127
247,powell,-83.0752,40.1578,285.26,67,100,2.06,US,1696901895
248,tayshet,98.0044,55.9342,284.59,66,17,2.39,RU,1696902129
249,kitimat,-128.6534,54.0524,285.36,63,71,0.89,CA,1696902129
250,srivardhan,73.0167,18.0333,298.73,86,29,1.98,IN,1696902125
251,tagbina,126.1714,8.4519,303.59,65,100,1.34,PH,1696902130
252,keflavik,-22.5624,64.0049,278.1,93,75,14.92,IS,1696902131
253,warwick,-71.4162,41.7001,287.53,72,75,5.36,US,1696902101
