City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,saipan,145.701,15.1355,28.39,89,100,12.35,MP,1696905318
83,nadi,177.4167,-17.8,29.0,48,40,5.66,FJ,1696905319
84,nemuro,145.575,43.3236,14.24,92,100,11.07,JP,1696905314
85,laizhou,119.9214,37.1717,20.64,51,89,5.88,CN,1696905320
86,okhotsk,143.3,59.3833,2.29,91,0,9.14,RU,1696905321
87,luwuk,122.7875,-0.9516,31.29,50,66,4.56,ID,1696905321
88,alofi,-169.9187,-19.0595,25.94,69,40,6.17,NU,1696905322
89,nar'yan-mar,53.087,67.6713,1.17,75,100,6.26,RU,1696905324
90,cidreira,-50.2056,-30.1811,16.91,87,0,4.47,BR,1696905325
91,fale old settlement,-171.2468,-9.3852,28.88,77,100,6.71,TK,1696905325
92,san cristobal,-72.225,7.7669,26.1,96,91,1.18,VE,1696905326
93,coquimbo,-71.3436,-29.9533,13.85,88,100,2.57,CL,1696905327
94,haiku-pauwela,-156.3051,20.9219,29.01,63,40,9.26,US,1696905328
95,coahuayana de hidalgo,-103.6583,18.7,24.99,89,100,0.73,MX,1696905328
96,anapolis,-48.9528,-16.3267,23.26,83,0,2.57,BR,1696905329
97,grand falls-windsor,-55.6649,48.9332,10.28,93,97,2.53,CA,1696905329
98,nova vicosa,-39.3719,-17.8919,24.38,84,18,6.09,BR,1696905330
99,morrope,-80.0111,-6.5417,21.06,84,28,5.5,PE,1696905331
100,polyarnyy,33.4478,69.1989,-0.44,83,98,6.06,RU,1696905332
101,brokopondo,-55.1667,4.75,25.8,70,0,4.23,SR,1696905332
102,puerto natales,-72.4875,-51.7236,0.47,80,60,5.13,CL,1696905333
103,berbera,45.0143,10.4396,27.41,78,88,2.42,SO,1696905334
104,dobrich,27.8333,43.5667,13.1,70,62,2.37,BG,1696905334
105,pingliang,106.6861,35.5392,15.06,60,1,3.66,CN,1696905335
106,timmins,-81.3331,48.4669,1.9,100,75,2.06,CA,1696905337
107,ulsteinvik,5.8487,62.3432,11.28,75,92,3.58,NO,1696905337
108,iqaluit,-68.5145,63.7506,-1.15,80,75,3.6,CA,1696905338
109,puerto ayora,-90.3518,-0.7393,24.19,94,29,3.58,EC,1696905339
110,margaret river,115.0667,-33.95,15.44,51,36,5.94,AU,1696905339
111,aksu,80.2644,41.1231,18.9,37,99,2.22,CN,1696905111
112,pisco,-76.2167,-13.7,18.34,82,0,4.63,PE,1696905341
113,dengzhou,120.7508,37.8086,19.44,57,43,7.32,CN,1696905341
114,weno,151.8468,7.4515,30.97,79,100,4.12,FM,1696905103
115,kuqa,82.9364,41.7278,18.87,36,99,1.48,CN,1696905344
116,nova xavantina,-52.35,-14.6667,25.91,72,31,1.93,BR,1696905345
117,kodiak,-152.4072,57.79,7.73,49,0,6.69,US,1696905345
118,kudahuvadhoo,72.8944,2.6708,27.88,79,70,6.86,MV,1696905346
119,neietsu,128.4682,37.1845,15.06,62,61,0.53,KR,1696905347
120,la pineda,1.1852,41.0762,20.18,85,0,3.09,ES,1696905349
121,sitka,-135.33,57.0531,11.94,76,100,7.72,US,1696905351
122,kaohsiung,120.3133,22.6163,29.97,78,40,3.09,TW,1696905080
123,terbanggi besar,105.2333,-4.8667,32.26,51,47,3.77,ID,1696905352
124,bukama,25.85,-9.2,21.17,78,56,0.88,CD,1696905353
125,calbuco,-73.1273,-41.768,8.56,90,100,2.75,CL,1696905353
126,mount gambier,140.7667,-37.8333,19.19,45,0,1.9,AU,1696905326
127,port elizabeth,25.5701,-33.918,13.94,97,100,2.57,ZA,1696905194
128,happy valley-goose bay,-60.3315,53.3168,13.17,58,75,0.0,CA,1696905356
129,port mathurin,63.4167,-19.6833,23.43,76,76,7.5,MU,1696905356
130,badger,-147.5333,64.8,-0.07,91,20,2.57,US,1696905178
131,lihue,-159.3672,21.9789,29.58,68,20,6.69,US,1696905125
132,nevada,-116.7512,39.2502,14.09,33,100,6.97,US,1696905358
133,khuzdar,66.6434,27.7384,23.53,17,0,2.53,PK,1696905359
134,warrnambool,142.4833,-38.3833,19.08,65,15,3.99,AU,1696905174
135,yellowknife,-114.3525,62.456,13.01,82,0,5.66,CA,1696905360
136,villa gesell,-56.973,-37.2639,15.93,68,85,5.74,AR,1696905361
137,akrehamn,5.1833,59.2667,10.23,81,75,4.12,NO,1696905362
138,arkhangel'sk,40.5433,64.5401,3.4,86,100,1.48,RU,1696905363
139,caleta de carquin,-77.6267,-11.0925,18.39,89,99,4.38,PE,1696905363
140,yuto,-64.4719,-23.6434,24.13,58,1,0.53,AR,1696905364
141,malango,119.9001,-2.9627,29.0,47,62,2.47,ID,1696905365
142,plainview,-73.4673,40.7765,14.7,68,0,0.0,US,1696905365
143,san pedro,121.0167,14.35,31.86,77,40,3.13,PH,1696905366
144,boende,20.8667,-0.2167,21.55,99,100,1.04,CD,1696905367
145,feijo,-70.3536,-8.1642,24.02,89,100,1.57,BR,1696905368
146,ust'-uda,103.0304,54.1742,8.77,74,98,0.45,RU,1696905369
147,enewetak,162.3373,11.3474,28.63,76,100,5.94,MH,1696905369
148,nova sintra,-24.7167,14.8667,24.72,83,97,2.18,CV,1696905370
149,cumbum,77.3,9.7333,26.3,79,100,1.02,IN,1696905371
150,luganville,167.1667,-15.5333,24.81,76,96,5.52,VU,1696905371
151,azhikkal,75.3667,11.9,26.6,82,100,1.24,IN,1696905372
152,dunblane,-3.9642,56.1884,15.44,93,100,4.52,GB,1696905373
153,nishinoomote,131.0,30.7333,25.31,57,40,5.66,JP,1696905120
154,laguna,-121.4238,38.421,21.08,70,100,3.09,US,1696905374
155,gurupi,-49.0686,-11.7292,28.77,49,46,2.09,BR,1696905376
156,ujae,165.7642,8.9322,28.43,78,95,5.83,MH,1696905376
157,rehoboth,17.0833,-23.3167,19.02,28,65,1.52,NA,1696905377
158,san juan de miraflores,-76.9635,-12.1629,18.43,83,98,3.67,PE,1696905378
159,guanica,-66.908,17.9716,28.36,49,12,3.03,PR,1696905379
160,wailua homesteads,-159.378,22.0669,29.24,75,20,6.69,US,1696905379
161,ojai,-119.2429,34.4481,19.34,83,100,0.57,US,1696905081
162,kurgunta,77.35,17.2,27.19,62,30,1.69,IN,1696905381
163,palmer,-72.3287,42.1584,11.65,74,100,4.12,US,1696904812
